"shapeid","OBJECTID","ILCEKN","ILCE_ADI","KIMLIKNO","AD","YAKA","KARAR_NO","KARAR_TARI","GLOBALID","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","TANITIMKOD","SHAPE_Leng","SHAPE_Area","area","perimeter" 
"512.0","513","2015","23","40731","FATÝH","1","NULL","1899-12-30","{7BD855FA-3CB8-469B-BD73-19DEEF06259F}","NULL","NULL","NULL","NULL","7","7319.62127172","2769581.44981","0.00029606413284000155","0.07545257885418048"
"513.0","514","1604","21","40686","AYAZAÐA","2","NULL","1899-12-30","{0C322542-216D-4181-AD81-E4210A29AAFA}","NULL","NULL","TERDEM","2017-03-10","2","21875.2290737","17268499.7735","0.0018513488998905814","0.22646859614493703"
"514.0","515","1708","25","40815","MURATREÝS","1","NULL","1899-12-30","{D0B9285D-C432-4A81-A406-96DD79F38101}","NULL","NULL","NULL","NULL","11","2813.8823669","374557.206919","4.00938863549527e-05","0.031443263429331084"
"515.0","516","1708","25","40819","SELAMÝ ALÝ","1","NULL","1899-12-30","{381BBA64-2EA6-4B5E-8C92-86706ABE902B}","NULL","NULL","NULL","NULL","10","3015.28538919","447499.937608","4.790444154423312e-05","0.03366488739710978"
"516.0","517","1852","24","98690","DUMLUPINAR","1","NULL","1899-12-30","{31F19102-41C5-485C-99D6-B09ABAF480D0}","NULL","NULL","NULL","NULL","21","5147.96751405","1041710.27568","0.00011155624849834567","0.05372455774309236"
"517.0","518","1659","30","191865","BOZGOCA","1","NULL","NULL","{E04C3966-8892-4316-AABF-DD955C535E69}","NULL","NULL","NULL","NULL","9","10623.8530202","4082673.45752","0.00043783560170140845","0.10503263564416236"
"518.0","519","2054","39","40774","YENÝDOÐAN","1","NULL","1899-12-30","{8EA90B84-8C9C-4B87-81B1-76EA39D8D680}","NULL","NULL","NULL","NULL","10","4789.46726783","1040737.55013","0.00011139644266222604","0.04941175717471443"
"519.0","520","1622","31","40930","BALABAN","2","NULL","1899-12-30","{2DC155DC-C279-4F20-A08B-2D6720904E6A}","NULL","NULL","NULL","NULL","5","46244.2493263","39971892.4791","0.004283205659021405","0.47526880850036285"
"520.0","521","1622","31","40931","SANCAKTEPE","2","NULL","1899-12-30","{053205C0-39F9-462B-80EB-712C31ECDFE3}","NULL","NULL","MAKS","2016-01-26","4","33652.1825377","15395615.0048","0.0016493540230158033","0.3369513622772588"
"520.1","521","1622","31","40931","SANCAKTEPE","2","NULL","1899-12-30","{053205C0-39F9-462B-80EB-712C31ECDFE3}","NULL","NULL","MAKS","2016-01-26","4","33652.1825377","15395615.0048","0.0016493540230158033","0.3369513622772588"
"521.0","522","1823","18","40590","HALKALI MERKEZ","2","NULL","1899-12-30","{B58F9668-E6D2-449B-8570-7A2ACE0B2108}","NULL","NULL","NULL","NULL","12","12771.959126","4413694.89742","0.0004725027454242081","0.1339341710311539"
"522.0","523","2015","23","40718","EVLÝYA ÇELEBÝ","1","NULL","1899-12-30","{58A603B8-6B54-437B-85AD-5EECCECE5978}","NULL","NULL","TERDEM","2017-02-22","4","24180.3215022","3249695.1351","0.00034693753957526496","0.2562901308838469"
"523.0","524","1835","20","40631","KAYNARCA","1","NULL","1899-12-30","{01D459BA-8A4C-4104-92C9-BB89AA253CFA}","NULL","NULL","TERDEM","2017-02-22","18","14057.0413722","3227158.59932","0.0003446815547931692","0.14812857613893868"
"524.0","525","2055","40","0","ASKERÝ BÖLGE","2","NULL","NULL","{946DC228-7B3F-4798-938D-44F1E84380D1}","NULL","NULL","NULL","NULL","0","6641.11748215","382908.033023","4.104628624190809e-05","0.06721194796433833"
"525.0","526","1325","11","40369","MÝMAR SÝNAN","2","NULL","1899-12-30","{7F551027-CA15-4126-8250-E6641578389B}","NULL","NULL","TERDEM","2017-03-10","20","21574.5221143","16550908.0738","0.001774818844978654","0.22354441394839236"
"526.0","527","1708","25","98665","AZÝZ MAHMUT HÜDAYÝ","1","NULL","1899-12-30","{8D9397A0-5171-4DDC-A301-42BFB8EFAFE4}","NULL","NULL","NULL","NULL","56","2616.34270465","340897.331177","3.6490875800154754e-05","0.027581198302198306"
"527.0","528","1604","21","40704","MASLAK","2","NULL","1899-12-30","{E75076E8-E915-47D2-8DE1-30AEF74F107F}","NULL","NULL","TERDEM","2017-03-07","20","11883.1624539","4984623.16931","0.0005343718016774801","0.119358092009393"
"528.0","529","1325","11","40379","GÖKTÜRK MERKEZ","2","NULL","1899-12-30","{D558947E-8BC8-4484-B002-85AF7A63E36E}","NULL","NULL","NULL","NULL","1","26622.6960866","29220034.8481","0.003135640961431818","0.2711622288622165"
"529.0","530","1708","25","40797","GÜZELTEPE","1","NULL","1899-12-30","{157F1CCB-1D56-4A5F-A7C7-466864B175FE}","NULL","NULL","NULL","NULL","48","4473.43017627","1015932.6471","0.00010879573937927489","0.046863713484700247"
"530.0","531","1835","20","40653","YENÝÞEHÝR","1","NULL","1899-12-30","{7A1AF461-1098-4430-A1BF-F9A2A65D58F1}","NULL","NULL","TERDEM","2017-03-01","30","12907.1404186","6652368.1506","0.000711198042495198","0.13674300300297426"
"531.0","532","1325","11","40378","YEÞÝLPINAR","2","NULL","1899-12-30","{7FA781A7-D9E8-4185-A784-869A9136714D}","NULL","NULL","NULL","NULL","18","4882.07272691","1279848.76929","0.00013710221423934854","0.04993050932611235"
"532.0","533","2055","40","40466","YUNUS EMRE","2","NULL","1899-12-30","{2B762707-88B1-4DA8-9ECF-74B08080A8FA}","NULL","NULL","NULL","NULL","39","4910.67079593","1270732.68486","0.00013616730609555816","0.05181379097232868"
"533.0","534","1325","11","40367","ÝSLAMBEY","2","NULL","1899-12-30","{3F6C12B0-FFBF-4A9A-9228-11E4ADB6C153}","NULL","NULL","NULL","NULL","10","5113.40988532","540577.749162","5.7888612673195894e-05","0.05230469468882736"
"534.0","535","1622","31","191853","DANAMANDIRA","2","NULL","NULL","{6DAAD507-DFD4-40A5-BFDF-A51C853935ED}","NULL","NULL","NULL","NULL","20","30497.0264155","39123872.0138","0.00420469554023839","0.31305116430562857"
"535.0","536","2053","38","40865","CUMHURÝYET","2","69419","2014-12-29","{6DF67E41-A1A8-459F-B2B6-C1FE11B30748}","NULL","NULL","NULL","NULL","18","2987.49328154","348042.178626","3.724728401266475e-05","0.03302056091508139"
"536.0","537","2052","37","40765","TAÞDELEN","1","NULL","1899-12-30","{693CF502-DD74-4FDF-B69A-0BA67380677C}","NULL","NULL","NULL","NULL","14","4548.66852689","596807.911127","6.389794179995079e-05","0.04596931088522794"
"537.0","538","1185","8","40242","KANLICA","1","NULL","1899-12-30","{67D7BAD3-BA02-4BAF-9435-22FDC19B7DFD}","NULL","NULL","NULL","NULL","6","5100.81914177","1319788.86367","0.0001414386748592733","0.053438949580719805"
"538.0","539","1622","31","40935","GÜMÜÞYAKA","2","NULL","1899-12-30","{D5A92D63-502D-4418-A496-948AA2BB4207}","NULL","NULL","NULL","NULL","2","27086.8693987","29989858.7084","0.0032103873090818524","0.28841140148463174"
"539.0","540","2054","39","40763","SARIGAZÝ","1","NULL","1899-12-30","{D26EB67B-C762-4586-81AC-A8B9AE10C305}","NULL","NULL","NULL","NULL","12","5022.15184339","1228507.72878","0.00013147605216090597","0.05346307381548309"
"540.0","541","1852","24","98686","ARMAÐANEVLER","1","NULL","1899-12-30","{6F180A17-91FD-4A70-9DC4-BD2B2134BD31}","NULL","NULL","NULL","NULL","17","5102.31651383","1114045.53074","0.00011924197872303921","0.05221947537124817"
"541.0","542","1185","8","40241","ÇUBUKLU","1","NULL","1899-12-30","{A1F2C3D7-BA26-4D68-9ABE-FB229AF1DBD5}","NULL","NULL","NULL","NULL","5","8523.80062971","2344864.92495","0.0002513102061811878","0.09129415793484172"
"542.0","543","1708","25","40806","KANDÝLLÝ","1","NULL","1899-12-30","{01E70B60-DB2F-44E8-8D46-81CB70D7AE37}","NULL","NULL","NULL","NULL","53","6691.99764982","1223794.01824","0.00013109276062550634","0.0685737697275073"
"543.0","544","1782","29","40847","DÝZDARÝYE","2","NULL","1899-12-30","{0176CB06-FDD8-45F1-86B6-D166AF3D9A0E}","NULL","NULL","NULL","NULL","4","5704.20496364","584221.745286","6.252778291582217e-05","0.05979561965128058"
"544.0","545","2048","33","40494","ÇÝLÝNGÝR","2","NULL","1899-12-30","{7159CD1C-5338-47FB-9F58-93CD29FD9D9A}","NULL","NULL","NULL","NULL","7","25258.4813532","11975651.5055","0.0012849857158698796","0.262904569019038"
"544.1","545","2048","33","40494","ÇÝLÝNGÝR","2","NULL","1899-12-30","{7159CD1C-5338-47FB-9F58-93CD29FD9D9A}","NULL","NULL","NULL","NULL","7","25258.4813532","11975651.5055","0.0012849857158698796","0.262904569019038"
"545.0","546","2048","33","99357","NENEHATUN","2","NULL","1899-12-30","{7CF89731-95FB-4F5C-A552-7C2553CFEBEB}","NULL","NULL","NULL","NULL","9","4961.38299233","1234863.83526","0.00013251633845356992","0.05134643495412171"
"546.0","547","2012","19","40615","BAÐLARBAÞI","1","NULL","1899-12-30","{194B8951-4EFE-46E0-94A3-28D39B2F87B8}","NULL","NULL","NULL","NULL","4","5641.4102046","1631806.74506","0.00017442796877276123","0.058935735448302315"
"547.0","548","1782","29","40890","ULUS","2","NULL","1899-12-30","{4CC8EB57-2E9C-485A-A1EA-CD50D0B1F871}","NULL","NULL","NULL","NULL","21","18137.3284514","4663693.30525","0.0004992929495983844","0.18777853287330276"
"548.0","549","1183","7","40217","CÝHANNÜMA","2","NULL","1899-12-30","{097640BD-CDCF-4731-A5DC-2C0164BF1CB3}","NULL","NULL","NULL","NULL","6","2850.00374184","279188.528462","2.9896284672759066e-05","0.027905386740241952"
"549.0","550","1663","22","40685","19 MAYIS","2","NULL","1899-12-30","{CF03040D-B2CB-40FE-9F37-C2BB1F3EDF84}","NULL","NULL","NULL","NULL","1","2988.35480828","435978.182224","4.669442932936363e-05","0.031248250348145882"
"550.0","551","1186","9","40298","BEREKETZADE","2","NULL","1899-12-30","{6A2C97B9-D178-4691-96C8-64132030A2B4}","NULL","NULL","NULL","NULL","2","1408.00140074","73423.8903353","7.859783977437473e-06","0.014182859525847002"
"551.0","552","1663","22","40694","FULYA","2","NULL","1899-12-30","{1245E1AA-BC7F-4C92-8FA0-09CCEC38328C}","NULL","NULL","NULL","NULL","10","3549.04737238","674221.436857","7.221335738449852e-05","0.036124878555298466"
"552.0","553","1185","8","40256","ANADOLU KAVAÐI","1","NULL","1899-12-30","{2798ED4A-FA75-45CF-B485-A492F8F01558}","NULL","NULL","NULL","NULL","20","18189.3001672","5240191.39005","0.0005621847097927457","0.19033627421030827"
"553.0","554","1421","15","40514","FENERBAHÇE","1","NULL","1899-12-30","{956F5CED-B7C7-4BD3-9C4D-3785E56EC91A}","NULL","NULL","TERDEM","2017-02-21","8","11918.2198227","1686538.07148","0.000180402674573088","0.12343769367961847"
"554.0","555","2048","33","40481","ÝMRAHOR","2","NULL","2009-10-16","{96B693C4-2C6B-4D79-A259-8B1CAB5D6481}","NULL","NULL","NULL","NULL","5","43175.4981462","33218893.3362","0.0035680620972016186","0.441023001042898"
"555.0","556","1739","26","40831","SÜMER","2","NULL","1899-12-30","{AF136322-366F-49A4-8904-E72F7ADB32FB}","NULL","NULL","NULL","NULL","1","3926.73137152","658244.687669","7.042143340640905e-05","0.0400851736799002"
"556.0","557","1739","26","40834","GÖKALP","2","NULL","1899-12-30","{5CF64273-887E-4847-B82D-03D38BFD3C2F}","NULL","NULL","NULL","NULL","4","2337.66808465","286975.575","3.0704023743055586e-05","0.024989112016124276"
"557.0","558","1823","18","40605","ÝSTASYON","2","NULL","1899-12-30","{84E01819-0851-4CC0-A256-76BAA76194A4}","NULL","NULL","MAKS","2015-12-07","14","9285.38673104","3075930.65002","0.00032923331752954255","0.09459115684921489"
"558.0","559","2005","5","40187","HÜRRÝYET","2","NULL","1899-12-30","{87B0AB00-338A-4A4B-920E-ED84076671E8}","NULL","NULL","NULL","NULL","11","4380.50428849","572544.393967","6.126230221070728e-05","0.04126285283464049"
"559.0","560","1185","8","191735","ÖÐÜMCE","1","NULL","NULL","{1C927AA3-7246-47BB-8F0A-3B7ACDB497A3}","NULL","NULL","NULL","NULL","38","20206.4283415","10622725.2822","0.0011394225903131883","0.21066108208305315"
"560.0","561","1659","30","191907","GÖKMAÞLI","1","NULL","NULL","{C92890E1-E55B-4BB3-B645-143832750421}","NULL","NULL","NULL","NULL","30","10541.4740739","5196729.5103","0.00055707638784952","0.11247802463773936"
"561.0","562","2016","27","0","ASKERÝ BÖLGE","2","NULL","NULL","{A0DF9A30-42D0-4833-AA07-AFAAFA95C8EB}","NULL","NULL","NULL","NULL","0","4127.83072455","698795.83107","7.484116599698609e-05","0.04055756698231998"
"562.0","563","2016","27","40348","BÝRLÝK","2","NULL","1899-12-30","{D7343498-75C1-4C98-8DE9-905340AC8507}","NULL","NULL","NULL","NULL","12","3710.61181821","610394.149618","6.536300213610957e-05","0.03799716822455285"
"563.0","564","2004","4","40174","KEMALPAÞA","2","NULL","1899-12-30","{D410621F-54E8-4E62-9AE2-AB8B917AADAD}","NULL","NULL","NULL","NULL","20","3345.77618862","568275.76138","6.08526783025809e-05","0.03416475940883741"
"564.0","565","1852","24","40743","KAZIM KARABEKÝR","1","NULL","1899-12-30","{F25F5409-D90E-4FFC-8EBA-7749743CF753}","NULL","NULL","NULL","NULL","9","4888.04424781","812997.089638","8.70541689437232e-05","0.048975089645752735"
"565.0","566","2052","37","40769","CUMHURÝYET","1","NULL","1899-12-30","{01EA514C-BAF6-4A38-8253-B37B6F5BBAAC}","NULL","NULL","MAKS","2016-01-26","9","3193.61905775","469963.558471","5.03098871149632e-05","0.03406463055028222"
"566.0","567","2054","39","40776","HÝLAL","1","NULL","1899-12-30","{DE381793-014F-4C2D-B616-92051F107405}","NULL","NULL","NULL","NULL","7","9416.1831728","2409339.7478","0.00025793018812692026","0.09747037541239013"
"567.0","568","1186","9","40285","HACIMÝMÝ","2","NULL","1899-12-30","{75C35C1C-48FE-475B-8EB3-7A0593308D7B}","NULL","NULL","NULL","NULL","7","1496.8081805","92372.2972937","9.888384624900937e-06","0.015506710732103102"
"568.0","569","1186","9","40282","EVLÝYA ÇELEBÝ","2","NULL","1899-12-30","{94748D4E-5201-4128-85B2-AC33FBDE7692}","NULL","NULL","NULL","NULL","12","1574.5042958","63564.1544194","6.804845838814799e-06","0.015557659995451958"
"569.0","570","1336","13","40457","FEVZÝ ÇAKMAK","2","NULL","1899-12-30","{6748817D-6E20-4566-8CED-200684F5F043}","NULL","NULL","NULL","NULL","9","3727.67036761","604267.897095","6.472876157204155e-05","0.03934980546272471"
"570.0","571","1186","9","40281","ASMALI MESCÝT","2","NULL","1899-12-30","{B8DADFD5-8D5F-4187-9B89-A776F1F66FD6}","NULL","NULL","NULL","NULL","11","1571.36539909","86190.6789913","9.227207442563667e-06","0.015528530263787827"
"571.0","572","1186","9","40287","TOMTOM","2","NULL","1899-12-30","{E5E2ACD7-4229-4923-B9C5-60406D15E0B4}","NULL","NULL","NULL","NULL","10","1670.0483792","140249.133327","1.5014323366813187e-05","0.01645904441162412"
"572.0","573","2048","33","40483","BOÐAZKÖY ÝSTÝKLAL","2","2414 Sayýlý Karar","2007-11-16","{3C6072C3-A0AA-4784-984C-5879C25D088D}","NULL","NULL","NULL","NULL","5","28235.1566227","29456100.3215","0.0031602733143927253","0.2896690586640351"
"573.0","574","1421","15","40519","MERDÝVENKÖY","1","NULL","1899-12-30","{3BAEC794-A6CA-4EAE-AEB7-E453BC605107}","NULL","NULL","TERDEM","2017-02-21","13","5599.48679366","1679794.9638","0.00017971987335840822","0.059858569092817046"
"574.0","575","1421","15","40523","BOSTANCI","1","NULL","1899-12-30","{AB262CAF-CEB1-4E74-848B-6FA3A885664C}","NULL","NULL","NULL","NULL","17","9008.73266369","1779776.13481","0.00019033584294447792","0.09572180657801602"
"575.0","576","2014","28","40953","YAVUZ SELÝM","1","NULL","1899-12-30","{3DD15AFF-708F-4CB6-A07B-1AEF661E8438}","NULL","NULL","NULL","NULL","6","4614.96077996","1017551.20202","0.0001088095219756724","0.04920577606667357"
"576.0","577","2014","28","40949","ABDURRAHMANGAZÝ","1","NULL","1899-12-30","{97F29223-C024-4F98-9D8E-35DDE0B13559}","NULL","NULL","NULL","NULL","2","5671.21057626","1389914.60915","0.00014866298158722202","0.057259657400109354"
"577.0","578","1659","30","191945","YEÞÝLVADÝ","1","NULL","NULL","{E31ABF32-7966-42C1-B686-2F696DA0768D}","NULL","NULL","NULL","NULL","49","22703.0304942","16108773.2141","0.0017270612536322005","0.23260401097120642"
"578.0","579","1185","8","191733","KILIÇLI","1","NULL","NULL","{E51A87D5-7A48-4DEB-89B9-2B352796BA99}","NULL","NULL","NULL","NULL","37","31394.8486541","16374802.325","0.0017565142269404532","0.3258438827891301"
"579.0","580","1604","21","191767","GARÝPÇE","2","NULL","NULL","{8846A73C-B48F-4421-9244-303C01B52B06}","NULL","NULL","TERDEM","2017-03-03","2","12694.6090207","3937785.8613","0.00042271388076642324","0.1330508281907593"
"580.0","581","1886","6","40211","KARTALTEPE","2","NULL","1899-12-30","{934CF14B-A5E8-4DDE-AAE6-258AD3475DD5}","NULL","NULL","NULL","NULL","9","4028.70868117","844256.975921","9.041458201863861e-05","0.04261032591011874"
"581.0","582","2010","14","40500","GÜVEN","2","NULL","1899-12-30","{CAF7B247-A2D2-4546-82EF-ABD4BFFA78B9}","NULL","NULL","NULL","NULL","5","2858.8742288","318885.17484","3.412815999581653e-05","0.02952190026589891"
"582.0","583","2016","27","40346","KAZIM KARABEKÝR","2","NULL","1899-12-30","{B5658161-1033-4286-99D1-58E407770294}","NULL","NULL","NULL","NULL","9","3358.95348392","424229.846232","4.54244175216445e-05","0.03480927542653254"
"583.0","584","1708","25","40820","SELÝMÝYE","1","NULL","1899-12-30","{E48EC7ED-402D-4684-B2D5-FEA1DBA8ECAA}","NULL","NULL","TERDEM","2017-02-21","27","7605.75309757","1700417.07035","0.0001819739247821417","0.08083563592773252"
"584.0","585","1237","32","40905","MURATBEY MERKEZ","2","NULL","1899-12-30","{B4FED997-B243-4E4B-B8AA-1A2652202177}","NULL","NULL","TERDEM","2017-02-28","10","21347.8143372","18491335.6582","0.001980782212513077","0.214453192132488"
"585.0","586","2054","39","40575","AKPINAR","1","NULL","1899-12-30","{AECE7F5B-B6FC-4452-9A50-39DCE6F2A115}","NULL","NULL","NULL","NULL","9","5655.58720011","1664276.00061","0.00017801989474719448","0.057778955365917026"
"586.0","587","1237","32","40903","ATATÜRK","2","NULL","1899-12-30","{F1C8DD4F-B04A-4268-8988-5257E0416EB7}","NULL","NULL","TERDEM","2017-02-28","3","29781.7424538","37286429.5249","0.004011853574866109","0.3140072632241244"
"587.0","588","2048","33","191981","BAKLALI","2","NULL","NULL","{C3CB0649-ACF3-40E9-8302-A641CD4383A6}","NULL","NULL","NULL","NULL","15","20674.8067834","17616560.9995","0.001892396595962964","0.20665409849804495"
"588.0","589","1810","16","40543","MERKEZ","2","NULL","1899-12-30","{F548D4C4-FB13-429A-9668-6FED03323FA6}","NULL","NULL","NULL","NULL","9","14064.6513006","2079791.57958","0.00022281478629793128","0.14654223824037843"
"589.0","590","1185","8","40258","ÇENGELDERE","1","NULL","1899-12-30","{91C7149E-51BC-4C32-830A-4A6F7F1952DB}","NULL","NULL","NULL","NULL","7","11788.5617326","4818292.80047","0.0005163649217365673","0.12548527216349764"
"590.0","591","2012","19","40609","ÝDEALTEPE","1","NULL","1899-12-30","{9DAF0B13-A731-4360-B926-25816C1A4A61}","NULL","NULL","NULL","NULL","14","5717.23650132","1262413.80768","0.00013497050167643465","0.059520122113715455"
"591.0","592","1782","29","40884","KUMBURGAZ","2","NULL","1899-12-30","{1198D87E-A84B-49CE-A534-1C04365CD5FC}","NULL","NULL","NULL","NULL","18","8618.83215378","4004871.83186","0.00042868621983416233","0.08985338496247973"
"592.0","593","1336","13","40459","BARBAROS HAYRETTÝN PAÞA","2","NULL","1899-12-30","{72301E05-9586-4AE5-A299-7669C3C3C98D}","NULL","NULL","NULL","NULL","11","3984.54847344","923220.950164","9.88994360113793e-05","0.04251916298443851"
"593.0","594","2012","19","40614","CEVÝZLÝ","1","NULL","1899-12-30","{DCFCFB1B-772F-477F-A51D-B6E0A9CC373F}","NULL","NULL","NULL","NULL","8","6814.82273419","2177586.54919","0.00023274871864487068","0.07594588645710697"
"594.0","595","2054","39","40761","KEMAL TÜRKLER","1","2352","2007-10-10","{167F2053-DB0C-49B9-AFBE-82914A468F98}","NULL","NULL","NULL","NULL","10","4003.00606226","767222.115775","8.210994235469116e-05","0.04225928897774465"
"595.0","596","1659","30","191927","AÐAÇDERE","1","NULL","NULL","{8C22C6EC-D5F7-4CD0-B1E4-A040C2264AAD}","NULL","NULL","NULL","NULL","40","13134.4794231","6823022.06769","0.0007306654880494534","0.13988460570371422"
"596.0","597","1185","8","191713","GÖRELE","1","NULL","NULL","{D9B43DF1-9084-4E53-A274-B3D546F4ECD2}","NULL","NULL","NULL","NULL","27","8729.911175","3304703.68439","0.00035422667451712186","0.09135252079476734"
"597.0","598","2053","38","181514","ÇINAR","2","59815","2015-10-05","{CB78DA03-A086-4DA1-862D-B010C12367E4}","NULL","NULL","NULL","NULL","52","3216.73471101","541275.698594","5.794728997443599e-05","0.033895967042907905"
"598.0","599","2053","38","181496","ÜÇEVLER","2","59815","2015-10-05","{0AA2229A-7F9E-4A94-9AC8-D688551C84AB}","NULL","NULL","NULL","NULL","43","2871.87946745","445566.551673","4.7691428790130885e-05","0.029161570644782503"
"599.0","600","1659","30","191941","YAYLALI","1","NULL","NULL","{A6BEB829-2D14-4C67-88C6-7E0BD71B0E7B}","NULL","NULL","NULL","NULL","47","13668.9351633","7657515.82961","0.000820665256810571","0.1470016372960026"
"600.0","601","1852","24","98694","HUZUR","1","NULL","1899-12-30","{48A8E55F-68F0-40B1-9D00-2E542627D85F}","NULL","NULL","NULL","NULL","25","3596.53011123","607089.969443","6.499428820916364e-05","0.035714946365191375"
"601.0","602","1327","12","99133","ÞEHREMÝNÝ","2","NULL","1899-12-30","{9F67966F-0D06-4E11-BEDB-1FA49BF90FB4}","NULL","NULL","NULL","NULL","76","3256.62723599","461891.357086","4.943420969993895e-05","0.03537718951266574"
"602.0","603","2049","34","99519","MÝMAR SÝNAN","1","NULL","1899-12-30","{1F5FB801-7408-4762-88AA-956ECAF1527C}","NULL","NULL","TERDEM","2017-02-22","3","3428.02895141","501461.541725","5.365013066693791e-05","0.03470268226248601"
"603.0","604","1327","12","99137","AKÞEMSETTÝN","2","NULL","1899-12-30","{789689CF-2709-4844-B951-F4B68EDC88C9}","NULL","NULL","NULL","NULL","80","2857.76818762","439536.291825","4.704536002009263e-05","0.03009515017339723"
"604.0","605","1823","18","40582","ATAKENT","2","NULL","1899-12-30","{7CDFEECE-3F60-4866-9629-01246A74F063}","NULL","NULL","MAKS","2015-12-07","2","15190.3659512","8515620.02213","0.0009118243241346136","0.1595681489648378"
"605.0","606","1327","12","40397","ÝSKENDERPAÞA","2","NULL","1899-12-30","{8823217C-DE72-4ECB-AD3E-1C4F84AC8AE8}","NULL","NULL","NULL","NULL","68","2856.20556785","422130.204295","4.517919285262906e-05","0.029760137236433375"
"606.0","607","1186","9","40302","KEÇECÝ PÝRÝ","2","NULL","1899-12-30","{2AE248E9-A4DC-4D27-B713-0B8FF3599EA9}","NULL","NULL","TERDEM","2017-02-16","39","3087.59448636","384613.903134","4.118084666515642e-05","0.0320201763549026"
"607.0","608","1237","32","191809","OKLALI","2","NULL","NULL","{FB7A5F09-1D28-4451-A926-1D784E93FC58}","NULL","NULL","TERDEM","2017-02-28","16","20166.736053","7070061.80826","0.0007588660697592786","0.20014481709593934"
"608.0","609","1183","7","40228","KURUÇEÞME","2","NULL","1899-12-30","{6F0B73A2-973C-4058-A2E1-7547D7A6D2C1}","NULL","NULL","TERDEM","2017-02-17","15","5792.78784438","910355.793422","9.750666686159093e-05","0.05975207142090528"
"608.1","609","1183","7","40228","KURUÇEÞME","2","NULL","1899-12-30","{6F0B73A2-973C-4058-A2E1-7547D7A6D2C1}","NULL","NULL","TERDEM","2017-02-17","15","5792.78784438","910355.793422","9.750666686159093e-05","0.05975207142090528"
"609.0","610","1823","18","40593","TEVFÝKBEY","2","NULL","1899-12-30","{58B1A22E-5401-4A0D-A790-84C3D417F1B3}","NULL","NULL","NULL","NULL","23","5308.77446249","1466275.95317","0.0001569153270111201","0.05546438942860824"
"610.0","611","2005","5","40184","ÇOBANÇEÞME","2","NULL","1899-12-30","{42D99CF0-D086-40C1-A123-98F0A2AC3EC6}","NULL","NULL","NULL","NULL","8","5112.5430807","1269296.6022","0.00013581857899680472","0.04988658737433097"
"611.0","612","2005","5","40186","ZAFER","2","NULL","1899-12-30","{89A09C56-D844-4F04-B5EF-41F6167384B1}","NULL","NULL","NULL","NULL","10","6175.52764988","1085184.45293","0.00011612439072905545","0.059750839121820894"
"612.0","613","2005","5","40182","KOCASÝNAN MERKEZ","2","NULL","1899-12-30","{A685F196-389E-4B4E-8B15-D37585DA8D69}","NULL","NULL","NULL","NULL","6","7719.89761604","1974369.3505","0.00021130994139184622","0.07965539649013913"
"613.0","614","2054","39","40578","EYÜP SULTAN","1","NULL","1899-12-30","{412E273E-185D-4A1B-9C0D-B398AFED54C6}","NULL","NULL","TERDEM","2017-02-02","10","13289.8802074","6222760.94691","0.000665779212340567","0.1411044511298121"
"614.0","615","1185","8","191701","AKBABA","1","NULL","NULL","{041C4E39-DF64-4C2A-AD9D-C342EDCF03D6}","NULL","NULL","NULL","NULL","21","12417.8308591","4599904.57179","0.0004933952894816684","0.12920479705656276"
"615.0","616","2053","38","181504","AKÞEMSEDDÝN","2","69419","2014-12-29","{AEC007A3-8DA3-44AB-8036-05BE4BCF4B61}","NULL","NULL","NULL","NULL","47","4318.47449819","719338.710725","7.698627928220958e-05","0.04308895302816256"
"616.0","617","2004","4","40155","BAÐLAR","2","NULL","1899-12-30","{F3D8C2CC-A144-4614-BF81-3D420615A9B9}","NULL","NULL","NULL","NULL","1","4463.64367912","1372891.38253","0.0001469566685727841","0.04733140515279701"
"617.0","618","1782","29","40868","PINARTEPE","2","NULL","1899-12-30","{CAC13A3F-6808-430D-9997-9C38B5D22725}","NULL","NULL","TERDEM","2017-06-08","20","9242.7356033","3714645.81907","0.0003974602130938365","0.09436660015700281"
"618.0","619","2004","4","40163","ÇINAR","2","NULL","1899-12-30","{AC803DDC-896C-44FD-A6B1-4245BD7365AD}","NULL","NULL","TERDEM","2017-09-08","9","3095.94252371","551048.892833","5.899569976008934e-05","0.03359124075860307"
"619.0","620","2010","14","40498","GENÇOSMAN","2","NULL","1899-12-30","{0081214F-BFE1-449D-B106-DAD064363510}","NULL","NULL","TERDEM","2017-09-08","3","5987.27166506","1256550.35524","0.00013451465474645374","0.06127385592233158"
"620.0","621","2016","27","40347","MENDERES","2","NULL","1899-12-30","{4CADC104-3D8F-497A-ABB8-334B8FE5EB4A}","NULL","NULL","TERDEM","2017-09-08","8","3004.09712329","441764.627172","4.729899478661537e-05","0.03151498116989465"
"621.0","622","2016","27","40350","FATÝH","2","NULL","1899-12-30","{3311C5F5-0AD1-48D8-86DB-31A900FD163A}","NULL","NULL","TERDEM","2017-09-08","10","3222.05998533","511865.964778","5.4804913247608056e-05","0.03463234197589037"
"622.0","623","1659","30","191951","BIÇKIDERE","1","NULL","NULL","{D576C5F5-B916-4658-80E0-E09B53184E64}","NULL","NULL","TERDEM","2017-09-12","52","21769.4046106","9676966.6627","0.0010368062640964126","0.2308886901653421"
